Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i222_2_a__NA_week	i222_2_a__NA_week	(#\d{1,3}) 2 12223	eeg_3	eeg_3_a	222	32220	12223	13	a	NA	week	Some jobs just pay better than others. My friend makes more money in an afternoon than I make in a week at work.	i222_2_a_	norm_5	Some jobs just pay better than others. My friend makes more money in an afternoon than I make in a	0.875	0.000	0.500	0.000	0.500	0.667	0.667	0.667	0.667	0.357	0.381	[week]	0.606	[week]	[consonant]	0.667	2.000	30.000	33.000	0.357	0.381	[week]	0.606	[week]	[consonant]	0.667	2.000	30.000	33.000	0.000	32.000	0.000
i222_2_an_NA_evening	i222_2_an_NA_evening	(#\d{1,3}) 2 12224	eeg_3	eeg_3_b	222	32220	12224	13	an	NA	evening	Some jobs just pay better than others. My friend makes more money in an afternoon than I make in an evening at work.	i222_2_an	norm_5	Some jobs just pay better than others. My friend makes more money in an afternoon than I make in an	0.031	0.000	0.000	0.000	0.000	0.129	0.129	0.129	0.129	0.108	0.145	[entire]	0.208	[entire]	[vowel]	0.323	1.000	31.000	48.000	0.108	0.145	[entire]	0.208	[entire]	[vowel]	0.323	1.000	31.000	48.000	0.000	32.000	0.000
i223_2_a__NA_mistake	i223_2_a__NA_mistake	(#\d{1,3}) 2 12233	eeg_3	eeg_3_a	223	32230	12233	7	a	NA	mistake	The accountant saw that the sums in the two columns did not match up. He realized he must have made a mistake in his addition.	i223_2_a_	norm_5	The account saw that the sums in the two columns did not match up. He realized he must have made a	0.806	0.000	0.742	0.000	0.742	0.933	0.933	0.933	0.933	0.694	0.735	[mistake]	0.903	[mistake]	[consonant]	0.933	2.000	30.000	31.000	0.694	0.735	[mistake]	0.903	[mistake]	[consonant]	0.933	2.000	30.000	31.000	1.000	24.000	7.000
i223_2_an_NA_error	i223_2_an_NA_error	(#\d{1,3}) 2 12234	eeg_3	eeg_3_b	223	32230	12234	7	an	NA	error	The accountant saw that the sums in the two columns did not match up. He realized he must have made an error in his addition.	i223_2_an	norm_5	The account saw that the sums in the two columns did not match up. He realized he must have made an	0.194	0.000	0.226	0.000	0.226	0.935	0.968	0.935	0.968	0.666	0.742	[error]	0.909	[error]	[vowel]	0.935	1.000	31.000	33.000	0.666	0.742	[error]	0.909	[error]	[vowel]	0.935	1.000	31.000	33.000	1.000	24.000	7.000
i224_2_a__NA_painting	i224_2_a__NA_painting	(#\d{1,3}) 2 12243	eeg_3	eeg_3_a	224	32240	12243	5	a	NA	painting	The art critic entered the museum. He wanted to view a painting on the third floor.	i224_2_a_	norm_5	The art critic entered the museum. He wanted to view a	0.094	0.000	0.281	0.000	0.000	0.600	0.600	0.600	0.600	0.285	0.325	[paint]	0.529	[paint]	[consonant]	0.600	2.000	30.000	34.000	0.285	0.325	[painting]	0.529	[painting]	[consonant]	0.600	2.000	30.000	34.000	0.000	28.000	4.000
i224_2_an_NA_exhibit	i224_2_an_NA_exhibit	(#\d{1,3}) 2 12244	eeg_3	eeg_3_b	224	32240	12244	5	an	NA	exhibit	The art critic entered the museum. He wanted to view an exhibit on the third floor.	i224_2_an	norm_5	The art critic entered the museum. He wanted to view an	0.000	0.000	0.125	0.000	0.125	0.290	0.355	0.290	0.355	0.084	0.120	[exhibit]	0.234	[exhibit]	[vowel]	0.290	1.000	31.000	47.000	0.086	0.122	[exhibit]	0.234	[exhibit]	[vowel]	0.290	1.000	31.000	47.000	0.000	28.000	4.000
i225_2_an_NA_atlas	i225_2_an_NA_atlas	(#\d{1,3}) 2 12254	eeg_3	eeg_3_a	225	32250	12254	8	an	NA	atlas	The children were looking for a map of Japan. They went to the library and consulted an atlas to locate one.	i225_2_an	norm_5	The children were looking for a map of Japan. They went to the library and consulted an	0.125	0.000	0.156	0.000	0.156	0.633	0.633	0.633	0.633	0.363	0.390	[atlas]	0.594	[atlas]	[vowel]	0.633	2.000	30.000	32.000	0.363	0.390	[atlas]	0.594	[atlas]	[vowel]	0.633	2.000	30.000	32.000	0.000	24.000	8.000
i225_2_a__NA_dictionary	i225_2_a__NA_dictionary	(#\d{1,3}) 2 12253	eeg_3	eeg_3_b	225	32250	12253	8	a	NA	dictionary	The children were looking for a map of Japan. They went to the library and consulted a dictionary to locate one.	i225_2_a_	norm_5	The children were looking for a map of Japan. They went to the library and consulted a	0.156	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.260	0.330	[librarian]	0.462	[librarian]	[consonant]	0.581	1.000	31.000	39.000	0.260	0.330	[librarian]	0.462	[librarian]	[consonant]	0.581	1.000	31.000	39.000	0.000	24.000	8.000
i226_2_an_NA_agreement	i226_2_an_NA_agreement	(#\d{1,3}) 2 12264	eeg_3	eeg_3_a	226	32260	12264	7	an	NA	agreement	The couple went to court to settle the custody arrangements for their children. Finally they were able to reach an agreement about the kids.	i226_2_an	norm_5	The couple went to court to settle the custody arrangements for their children. Finally they were able to reach an	0.812	0.000	0.812	0.000	0.812	0.933	0.933	0.933	0.933	0.694	0.735	[agreement]	0.903	[agreement]	[vowel]	0.933	2.000	30.000	31.000	0.694	0.735	[agreement]	0.903	[agreement]	[vowel]	0.933	2.000	30.000	31.000	0.000	6.000	26.000
i226_2_a__NA_decision	i226_2_a__NA_decision	(#\d{1,3}) 2 12263	eeg_3	eeg_3_b	226	32260	12263	7	a	NA	decision	The couple went to court to settle the custody arrangements for their children. Finally they were able to reach a decision about the kids.	i226_2_a_	norm_5	The couple went to court to settle the custody arrangements for their children. Finally they were able to reach a	0.188	0.000	0.000	0.000	0.000	0.129	0.129	0.129	0.129	0.157	0.175	[settlement]	0.231	[settlement]	[consonant]	0.290	1.000	31.000	39.000	0.157	0.175	[settlement]	0.231	[settlement]	[consonant]	0.290	1.000	31.000	39.000	0.000	6.000	26.000
i227_2_a__NA_note	i227_2_a__NA_note	(#\d{1,3}) 2 12273	eeg_3	eeg_3_a	227	32270	12273	7	a	NA	note	The girl had a slight headache. She asked the school nurse for a note before going home.	i227_2_a_	norm_5	The girl had a slight headache. She asked the school nurse for a	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.178	0.231	[tylenol]	0.308	[tylenol]	[consonant]	0.400	2.000	30.000	39.000	0.178	0.231	[Tylenol]	0.308	[Tylenol]	[consonant]	0.400	2.000	30.000	39.000	0.000	24.000	8.000
i227_2_an_NA_aspirin	i227_2_an_NA_aspirin	(#\d{1,3}) 2 12274	eeg_3	eeg_3_b	227	32270	12274	7	an	NA	aspirin	The girl had a slight headache. She asked the school nurse for an aspirin before going home.	i227_2_an	norm_5	The girl had a slight headache. She asked the school nurse for an	0.219	0.000	0.250	0.000	0.250	0.645	0.645	0.645	0.645	0.368	0.368	[aspirin]	0.645	[aspirin]	[vowel]	0.645	1.000	31.000	31.000	0.368	0.368	[aspirin]	0.645	[aspirin]	[vowel]	0.645	1.000	31.000	31.000	0.000	24.000	8.000
i228_2_an_NA_opinion	i228_2_an_NA_opinion	(#\d{1,3}) 2 12284	eeg_3	eeg_3_a	228	32280	12284	9	an	NA	opinion	The journalist was interviewing citizens about the political candidates. Forty percent of the public did not have an opinion about who would win.	i228_2_an	norm_5	The journalist was interviewing citizens about the political candidates. Forty percent of the public did not have an	0.438	0.000	0.469	0.000	0.469	0.800	0.800	0.800	0.800	0.485	0.462	[opinion]	0.774	[opinion]	[vowel]	0.800	2.000	30.000	31.000	0.485	0.462	[opinion]	0.774	[opinion]	[vowel]	0.800	2.000	30.000	31.000	0.000	16.000	16.000
i228_2_a__NA_prediction	i228_2_a__NA_prediction	(#\d{1,3}) 2 12283	eeg_3	eeg_3_b	228	32280	12283	9	a	NA	prediction	The journalist was interviewing citizens about the political candidates. Forty percent of the public did not have a prediction about who would win.	i228_2_a_	norm_5	The journalist was interviewing citizens about the political candidates. Forty percent of the public did not have a	0.469	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.142	[clue]	0.178	[clue]	[consonant]	0.258	1.000	31.000	45.000	0.110	0.142	[clue]	0.178	[clue]	[consonant]	0.258	1.000	31.000	45.000	0.000	16.000	16.000
i229_2_an_NA_imposter	i229_2_an_NA_imposter	(#\d{1,3}) 2 12294	eeg_3	eeg_3_a	229	32290	12294	6	an	NA	imposter	The man in the dark coat was not who he said he was. We accused him of being an imposter and he fled.	i229_2_an	norm_5	The man in the jacket was not who he said he was. We accused him of being an	0.344	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.347	0.379	[impostor]	0.594	[impostor]	[vowel]	0.633	2.000	30.000	32.000	0.347	0.379	[impostor]	0.594	[impostor]	[vowel]	0.633	2.000	30.000	32.000	0.000	21.000	11.000
i229_2_a__NA_spy	i229_2_a__NA_spy	(#\d{1,3}) 2 12293	eeg_3	eeg_3_b	229	32290	12293	6	a	NA	spy	The man in the dark coat was not who he said he was. We accused him of being a spy and he fled.	i229_2_a_	norm_5	The man in the jacket was not who he said he was. We accused him of being a	0.594	0.000	0.000	0.000	0.000	0.097	0.097	0.097	0.097	0.213	0.214	[liar]	0.406	[liar]	[consonant]	0.419	1.000	31.000	32.000	0.213	0.214	[liar]	0.406	[liar]	[consonant]	0.419	1.000	31.000	32.000	0.000	21.000	11.000
i230_2_a__NA_referee	i230_2_a__NA_referee	(#\d{1,3}) 2 12303	eeg_3	eeg_3_a	230	32300	12303	7	a	NA	referee	The official failed to appear at the baseball game. The managers agreed to play without a referee this time.	i230_2_a_	norm_5	The official failed to appear at the baseball game. The managers agreed to play without a	0.125	0.031	0.094	0.031	0.094	0.633	0.633	0.633	0.633	0.277	0.382	[referee]	0.500	[referee]	[consonant]	0.633	2.000	30.000	38.000	0.277	0.382	[referee]	0.500	[referee]	[consonant]	0.633	2.000	30.000	38.000	0.000	27.000	5.000
i230_2_an_NA_umpire	i230_2_an_NA_umpire	(#\d{1,3}) 2 12304	eeg_3	eeg_3_b	230	32300	12304	7	an	NA	umpire	The official failed to appear at the baseball game. The managers agreed to play without an umpire this time.	i230_2_an	norm_5	The official failed to appear at the baseball game. The managers agreed to play without an	0.062	0.000	0.031	0.000	0.031	0.774	0.774	0.774	0.774	0.441	0.485	[umpire]	0.727	[umpire]	[vowel]	0.774	1.000	31.000	33.000	0.441	0.485	[umpire]	0.727	[umpire]	[vowel]	0.774	1.000	31.000	33.000	0.000	27.000	5.000
i231_2_a__NA_leg	i231_2_a__NA_leg	(#\d{1,3}) 2 12313	eeg_3	eeg_3_a	231	32310	12313	5	a	NA	leg	The police dredged the lake and found a body part. They identified it as a leg from a woman.	i231_2_a_	norm_5	The police dredged the lake and found a body part. They identified it as a	0.406	0.000	0.094	0.000	0.094	0.367	0.467	0.367	0.467	0.108	0.165	[leg]	0.318	[leg]	[consonant]	0.367	2.000	30.000	44.000	0.108	0.165	[leg]	0.318	[leg]	[consonant]	0.367	2.000	30.000	44.000	0.000	23.000	9.000
i231_2_an_NA_arm	i231_2_an_NA_arm	(#\d{1,3}) 2 12314	eeg_3	eeg_3_b	231	32310	12314	5	an	NA	arm	The police dredged the lake and found a body part. They identified it as an arm from a woman.	i231_2_an	norm_5	The police dredged the lake and found a body part. They identified it as an	0.219	0.000	0.250	0.000	0.250	0.774	0.774	0.774	0.774	0.443	0.523	[arm]	0.686	[arm]	[vowel]	0.774	1.000	31.000	35.000	0.443	0.523	[arm]	0.686	[arm]	[vowel]	0.774	1.000	31.000	35.000	0.000	23.000	9.000
i232_2_a__NA_president	i232_2_a__NA_president	(#\d{1,3}) 2 12323	eeg_3	eeg_3_a	232	32320	12323	9	a	NA	president	The polls had finally opened. It was time for the voters to elect a president for the next term.	i232_2_a_	norm_5	The polls had finally opened. It was time for the voters to elect a	0.406	0.000	0.562	0.000	0.562	0.500	0.600	0.500	0.600	0.196	0.258	[president]	0.486	[president]	[consonant]	0.500	2.000	30.000	37.000	0.196	0.258	[president]	0.486	[president]	[consonant]	0.500	2.000	30.000	37.000	0.000	30.000	2.000
i232_2_an_NA_official	i232_2_an_NA_official	(#\d{1,3}) 2 12324	eeg_3	eeg_3_b	232	32320	12324	9	an	NA	official	The polls had finally opened. It was time for the voters to elect an official for the next term.	i232_2_an	norm_5	The polls had finally opened. It was time for the voters to elect an	0.062	0.000	0.062	0.000	0.094	0.484	0.484	0.484	0.484	0.186	0.250	[official]	0.366	[official]	[vowel]	0.484	1.000	31.000	41.000	0.186	0.250	[official]	0.366	[official]	[vowel]	0.484	1.000	31.000	41.000	0.000	30.000	2.000
i233_2_a__NA_square	i233_2_a__NA_square	(#\d{1,3}) 2 12333	eeg_3	eeg_3_a	233	32330	12333	7	a	NA	square	The shape Brenda traced was supposed to be perfectly circular. It ended up looking more like a square with flat sides.	i233_2_a_	norm_5	The shape Brenda had traced was supposed to be perfectly circular. It ended up looking more like a	0.219	0.031	0.250	0.031	0.250	0.433	0.433	0.433	0.433	0.177	0.223	[square]	0.361	[square]	[consonant]	0.433	2.000	30.000	36.000	0.177	0.223	[square]	0.361	[square]	[consonant]	0.433	2.000	30.000	36.000	0.000	8.000	24.000
i233_2_an_NA_oval	i233_2_an_NA_oval	(#\d{1,3}) 2 12334	eeg_3	eeg_3_b	233	32330	12334	7	an	NA	oval	The shape Brenda traced was supposed to be perfectly circular. It ended up looking more like an oval with flat sides.	i233_2_an	norm_5	The shape Brenda had traced was supposed to be perfectly circular. It ended up looking more like an	0.719	0.031	0.594	0.031	0.594	0.742	0.742	0.742	0.742	0.457	0.457	[oval]	0.742	[oval]	[vowel]	0.742	1.000	31.000	31.000	0.457	0.457	[oval]	0.742	[oval]	[vowel]	0.742	1.000	31.000	31.000	0.000	8.000	24.000
i234_2_an_NA_extension	i234_2_an_NA_extension	(#\d{1,3}) 2 12344	eeg_3	eeg_3_a	234	32340	12344	8	an	NA	extension	The student was running out of money. Soon he would have to apply for an extension from the bank.	i234_2_an	norm_5	The student was running out of money. Soon he would have to apply for an	0.000	0.000	0.000	0.000	0.000	0.167	0.167	0.167	0.167	0.088	0.058	[loan]	0.238	[extension]	[vowel]	0.167	2.000	30.000	42.000	0.088	0.058	[loan]	0.238	[extension]	[vowel]	0.167	2.000	30.000	42.000	0.000	26.000	6.000
i234_2_a__NA_loan	i234_2_a__NA_loan	(#\d{1,3}) 2 12343	eeg_3	eeg_3_b	234	32340	12343	8	a	NA	loan	The student was running out of money. Soon he would have to apply for a loan from the bank.	i234_2_a_	norm_5	The student was running out of money. Soon he would have to apply for a	0.656	0.000	0.344	0.031	0.406	0.516	0.516	0.516	0.516	0.299	0.283	[loan]	0.500	[loan]	[consonant]	0.516	1.000	31.000	32.000	0.299	0.283	[loan]	0.500	[loan]	[consonant]	0.516	1.000	31.000	32.000	0.000	26.000	6.000
i235_2_a__NA_movie	i235_2_a__NA_movie	(#\d{1,3}) 2 12353	eeg_3	eeg_3_a	235	32350	12353	6	a	NA	movie	The teenagers were trying to decide what to do this evening. They thought about going to a movie down the street.	i235_2_a_	norm_5	The teenagers were trying to decide what to do this evening. They thought about going to a	0.312	0.000	0.250	0.000	0.812	0.667	0.667	0.667	0.667	0.334	0.387	[movie]	0.588	[movie]	[consonant]	0.667	2.000	30.000	34.000	0.334	0.387	[movie]	0.588	[movie]	[consonant]	0.667	2.000	30.000	34.000	0.000	32.000	0.000
i235_2_an_NA_eatery	i235_2_an_NA_eatery	(#\d{1,3}) 2 12354	eeg_3	eeg_3_b	235	32350	12354	6	an	NA	eatery	The teenagers were trying to decide what to do this evening. They thought about going to an eatery down the street.	i235_2_an	norm_5	The teenagers were trying to decide what to do this evening. They thought about going to an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.112	[opera]	0.151	[opera]	[vowel]	0.258	1.000	31.000	53.000	0.063	0.112	[opera]	0.151	[opera]	[vowel]	0.258	1.000	31.000	53.000	0.000	32.000	0.000
i236_2_an_NA_owner	i236_2_an_NA_owner	(#\d{1,3}) 2 12364	eeg_3	eeg_3_a	236	32360	12364	8	an	NA	owner	We found a lost puppy in our neighborhood yesterday. We checked to see if it had an owner or a collar.	i236_2_an	norm_5	We found a lost puppy in our neighborhood yesterday. We wanted to determine if the dog had an	0.656	0.000	0.625	0.000	0.625	0.933	0.933	0.933	0.933	0.735	0.735	[owner]	0.933	[owner]	[vowel]	0.933	2.000	30.000	30.000	0.735	0.735	[owner]	0.933	[owner]	[vowel]	0.933	2.000	30.000	30.000	0.000	11.000	21.000
i236_2_a__NA_license	i236_2_a__NA_license	(#\d{1,3}) 2 12363	eeg_3	eeg_3_b	236	32360	12363	8	a	NA	license	We found a lost puppy in our neighborhood yesterday. We checked to see if it had a license or a collar.	i236_2_a_	norm_5	We found a lost puppy in our neighborhood yesterday. We wanted to determine if the dog had a	0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.085	0.099	[home]	0.205	[home]	[consonant]	0.258	1.000	31.000	39.000	0.085	0.099	[home]	0.205	[home]	[consonant]	0.258	1.000	31.000	39.000	0.000	11.000	21.000
i237_2_an_NA_investigation	i237_2_an_NA_investigation	(#\d{1,3}) 2 12374	eeg_3	eeg_3_a	237	32370	12374	9	an	NA	investigation	The woman reported that her handbag had been stolen. The policeman told her that there would be an investigation of the incident.	i237_2_an	norm_5	The woman reported that her handbag had been stolen. The policeman told her that there would be an	0.531	0.000	0.594	0.000	0.594	0.833	0.833	0.833	0.833	0.527	0.561	[investigation]	0.781	[investigation]	[vowel]	0.833	2.000	30.000	32.000	0.527	0.561	[investigation]	0.781	[investigation]	[vowel]	0.833	2.000	30.000	32.000	0.000	13.000	19.000
i237_2_a__NA_report	i237_2_a__NA_report	(#\d{1,3}) 2 12373	eeg_3	eeg_3_b	237	32370	12373	9	a	NA	report	The woman reported that her handbag had been stolen. The policeman told her that there would be a report of the incident.	i237_2_a_	norm_5	The woman reported that her handbag had been stolen. The policeman told her that there would be a	0.250	0.000	0.062	0.000	0.062	0.290	0.290	0.290	0.290	0.173	0.250	[search]	0.267	[search]	[consonant]	0.387	1.000	31.000	45.000	0.173	0.250	[search]	0.267	[search]	[consonant]	0.387	1.000	31.000	45.000	0.000	13.000	19.000
i238_2_a__NA_technique	i238_2_a__NA_technique	(#\d{1,3}) 2 12383	eeg_3	eeg_3_a	238	32380	12383	13	a	NA	technique	There are laws about who is entitled to a patent. You must prove you were the first person to come up with a technique or an idea.	i238_2_a_	norm_5	There are rules about who is entitled to a patent. You must prove you were the first person to come up with a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.066	[idea]	0.178	[new]	[consonant]	0.167	2.000	30.000	45.000	0.063	0.066	[idea]	0.178	[new]	[consonant]	0.167	2.000	30.000	45.000	0.000	1.000	31.000
i238_2_an_NA_invention	i238_2_an_NA_invention	(#\d{1,3}) 2 12384	eeg_3	eeg_3_b	238	32380	12384	13	an	NA	invention	There are laws about who is entitled to a patent. You must prove you were the first person to come up with an invention or an idea.	i238_2_an	norm_5	There are rules about who is entitled to a patent. You must prove you were the first person to come up with an	0.062	0.000	0.156	0.000	0.156	0.161	0.161	0.161	0.161	0.473	0.473	[idea]	0.806	[idea]	[vowel]	0.806	1.000	31.000	31.000	0.473	0.473	[idea]	0.806	[idea]	[vowel]	0.806	1.000	31.000	31.000	0.000	1.000	31.000
i239_2_a__NA_sapphire	i239_2_a__NA_sapphire	(#\d{1,3}) 2 12393	eeg_3	eeg_3_a	239	32390	12393	7	a	NA	sapphire	Veronica had received a birthstone ring for her birthday. The stone in the setting was a sapphire with diamond baguettes.	i239_2_a_	norm_5	Veronica had received a birthstone ring for her birthday. The stone in the setting was a	0.312	0.000	0.031	0.000	0.031	0.100	0.100	0.100	0.100	0.210	0.213	[ruby]	0.355	[ruby]	[consonant]	0.367	2.000	30.000	31.000	0.210	0.213	[ruby]	0.355	[ruby]	[consonant]	0.367	2.000	30.000	31.000	0.000	22.000	10.000
i239_2_an_NA_emerald	i239_2_an_NA_emerald	(#\d{1,3}) 2 12394	eeg_3	eeg_3_b	239	32390	12394	7	an	NA	emerald	Veronica had received a birthstone ring for her birthday. The stone in the setting was an emerald with diamond baguettes.	i239_2_an	norm_5	Veronica had received a birthstone ring for her birthday. The stone in the setting was an	0.188	0.062	0.125	0.062	0.125	0.226	0.226	0.226	0.226	0.210	0.197	[opal]	0.324	[opal]	[vowel]	0.355	1.000	31.000	34.000	0.210	0.197	[opal]	0.324	[opal]	[vowel]	0.355	1.000	31.000	34.000	0.000	22.000	10.000
i240_2_an_NA_hour	i240_2_an_NA_hour	(#\d{1,3}) 2 12404	eeg_3	eeg_3_a	240	32400	12404	8	an	NA	hour	We were surprised at how short the meeting was. It was over and done in about an hour or so.	i240_2_an	norm_5	We were surprised at how short the meeting was. It was over and done in about an	0.344	0.000	0.531	0.000	0.531	0.933	0.967	0.933	0.967	0.658	0.735	[hour]	0.906	[hour]	[consonant]	0.933	2.000	30.000	32.000	0.658	0.735	[hour]	0.906	[hour]	[consonant]	0.933	2.000	30.000	32.000	0.000	16.000	16.000
i240_2_a__NA_minute	i240_2_a__NA_minute	(#\d{1,3}) 2 12403	eeg_3	eeg_3_b	240	32400	12403	8	a	NA	minute	We were surprised at how short the meeting was. It was over and done in about a minute or so.	i240_2_a_	norm_5	We were surprised at how short the meeting was. It was over and done in about a	0.094	0.000	0.000	0.000	0.438	0.387	0.387	0.387	0.419	0.185	0.194	[hour]	0.312	[half, minute]	[consonant, consonant]	0.387	1.000	31.000	48.000	0.185	0.194	[hour]	0.312	[half, minute]	[consonant, consonant]	0.387	1.000	31.000	48.000	0.000	16.000	16.000
