item_id	expt	scn_dir	list	list_id	scn_f	stim_idx	trial	s1_code	noun_code	noun_pos	article	adjective	noun	s1	rsvp
i123_2_a__NA_quarterback	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	123	78	31230	11234	9	a	NA	quarterback	The castaways were stranded on a desert island waiting to be rescued.	They wrote a message and stuck it in a quarterback they had found.
i124_2_a__NA_bottle	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	124	59	31240	11243	8	a	NA	bottle	At tryouts, Randy showed a lot of skill in both passing and running with the football.	Unfortunately for him the team already had a bottle this year.
i125_2_an_NA_idea	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	125	80	31250	11251	7	an	NA	idea	The group had been brainstorming all day.	They still hadn't come up with an idea for their project.
i126_2_a__NA_name	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	126	45	31260	11262	10	a	NA	name	The guys didn't know what to call their band.	Trent suggested that everyone try to come up with a name and they would vote.
i127_2_an_NA_avalanche	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	127	56	31270	11271	9	an	NA	avalanche	When the skiers heard the rumbling and saw the snow slide they raced down the mountain.	None of them had ever been caught in an avalanche before today.
i128_2_a__NA_word	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	128	69	31280	11282	10	a	NA	word	The preschooler combined the letters of the alphabet to form "CAT".	It was the first time she had ever spelled a word that made sense.
i129_2_a__remote_island	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	129	75	31290	11298	12	a	remote	island	Karen was originally from the mainland and didn't like the idea of being surrounded by water.	She never got used to the feeling of living on a remote island so far from home.
i130_2_an_outdoor_garden	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	130	42	31300	11307	13	an	outdoor	garden	Sandra wanted to be able to grow her own vegetables and flowers.	So she plowed a large area of her yard and planted an outdoor garden over the weekend.
i131_2_a__submerged_iceberg	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	131	43	31310	11318	11	a	submerged	iceberg	Traveling by ship through the Arctic in winter can be very treacherous.	There's always a danger that the ship might hit a submerged iceberg in the night.
i132_2_an_expanding_table	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	132	41	31320	11327	12	an	expanding	table	After two months of living in her apartment Dora was still eating meals off a cardboard box.	She swore this weekend she would go shopping to buy an expanding table for the house.
i133_2_an_NA_alligator	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	133	16	31330	11335	6	an	NA	alligator	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters.	She looked up to see an alligator staring down at her.
i134_2_a__NA_vase	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	134	10	31340	11346	8	a	NA	vase	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day.	Most people thought he acted more like a vase than a dog.
i135_2_an_NA_owl	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	135	3	31350	11355	14	an	NA	owl	Sam's family visited the reptile gardens while vacationing in Florida.	The guide taught them how to tell the difference between a crocodile and an owl at a glance.
i136_2_a__NA_cat	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	136	50	31360	11366	10	a	NA	cat	When Joan's husband returned from work he brought her a dozen roses.	She trimmed the stems and put some water in a cat on a shelf.
i137_2_a__NA_mirage	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	137	72	31370	11374	11	a	NA	mirage	The first time Timmy saw the Pacific, he thought it was a lake.	His brother laughed and explained to him that it was a mirage in front of him.
i138_2_an_NA_ocean	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	138	36	31380	11383	13	an	NA	ocean	As the men stumbled across the desert, they thought they saw an oasis on the horizon.	They must have been delirious because it turned out just to be an ocean so they continued walking.
i139_2_a__NA_cactus	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	139	60	31390	11394	7	a	NA	cactus	A crowd gathered around the long-legged creature burying its head in the sand.	Most of them had never seen a cactus except on television.
i140_2_an_NA_ostrich	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	140	9	31400	11403	8	an	NA	ostrich	Dan wanted to buy his sister a plant but knew she always forgot to water them.	He thought she might do okay with an ostrich from the nursery.
i141_2_an_NA_order	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	141	35	31410	11411	11	an	NA	order	The waitress was frantically trying to scribble everything down.	She was inexperienced and did not know how to take an order from her customers.
i142_2_a__NA_compliment	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	142	57	31420	11422	9	a	NA	compliment	Marcy was shy and did not deal well with praise.	She had never really learned how to accept a compliment from her superiors.
i143_2_an_NA_insult	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	143	1	31430	11431	14	an	NA	insult	Pam was overly sensitive about her weight.	When asked if she had gained a few pounds Pam took it as an insult from her co-worker.
i144_2_a__NA_raise	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	144	61	31440	11442	12	a	NA	raise	Allen hadn't had an increase in pay in over two years.	He worked overtime and flattered his boss in hopes of getting a raise sometime soon.
i145_2_a__carnivorous_animal	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	145	18	31450	11458	14	a	carnivorous	animal	Carly was studying the Venus flytrap for her biology class.	She wasn't sure if it was classified as a plant or as a carnivorous animal or both.
i146_2_an_unusual_flower	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	146	26	31460	11467	12	an	unusual	flower	Natasha was strolling through the colorful gardens.	Although it was not allowed, she reached down and picked an unusual flower up off the ground.
i147_2_a__regular_octagon	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	147	39	31470	11478	13	a	regular	octagon	Anna was studying geometry at school this year.	She learned that a shape with eight equal sides is called a regular octagon and not a hexagon.
i148_2_an_outbound_bus	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	148	16	31480	11487	12	an	outbound	bus	Carl showed up for his first day of work at the transit authority.	He was a bit nervous because he had never driven an outbound bus before today.
i149_2_an_NA_igloo	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	149	17	31490	11495	14	an	NA	igloo	The chemistry teacher explained that water and salt were both compounds.	However a substance like carbon with only one kind of atom is simply an igloo that hadn't been combined.
i150_2_a__NA_belt	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	150	23	31500	11506	11	a	NA	belt	At first Owen thought that the twinkling light in the night sky was an airplane.	After staring at it awhile he realized it was only a belt that was very bright.
i151_2_an_NA_element	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	151	76	31510	11515	12	an	NA	element	The children were outside in the cold pretending they were Eskimos.	The domed snow structure they were building was starting to resemble an element at last.
i152_2_a__NA_star	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	152	13	31520	11526	6	a	NA	star	Suzy had to tie a scarf around her waist to keep her pants from sliding down.	She had forgotten to pack a star in her suitcase.
i153_2_a__NA_window	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	153	32	31530	11534	9	a	NA	window	Violet's father was teaching her how to make an omelet.	He began by showing her how to crack a window in the kitchen.
i154_2_an_NA_egg	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	154	45	31540	11543	11	an	NA	egg	The kids were playing baseball too close to the house.	One child hit a foul ball and ended up shattering an egg and destroying a nest.
i155_2_a__NA_tree	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	155	69	31550	11554	12	a	NA	tree	At dinner Tom's sister announced that she was going to have a baby.	Tom shouted out to everyone that he was going to be a tree for the first time.
i156_2_an_NA_uncle	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	156	21	31560	11563	11	an	NA	uncle	Mona was riding her bike in the woods when it started to rain.	To stay dry she took refuge under the shade of an uncle by a house.
i157_2_an_NA_alien	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	157	4	31570	11571	7	an	NA	alien	Bob claims to be from outer space.	Nobody believes that he is actually an alien from another planet.
i158_2_a__NA_tourist	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	158	44	31580	11582	8	a	NA	tourist	The man wore khaki shorts, a loud Hawaiian shirt, and a camera around his neck.	You could definitely tell that he was a tourist in the country.
i159_2_an_NA_astronaut	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	159	71	31590	11591	9	an	NA	astronaut	Drew dreams of exploring the planets and flying into outer space.	When he grows up he wants to be an astronaut or a scientist.
i160_2_a__NA_surfer	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	160	56	31600	11602	14	a	NA	surfer	The man on the side of the road was peeling out of his wetsuit.	With the board on top of his car we knew he must be a surfer or a lifeguard.
i001_2_a__red_apple	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	1	37	30010	10018	8	a	red	apple	Ethan's mother told him there was a surefire way to keep the doctor away.	She said that he should eat a red apple a day.
i002_2_an_inedible_carrot	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	2	76	30020	10027	7	an	inedible	carrot	For the snowman's eyes the kids used two pieces of coal.	For his nose they used an inedible carrot from the fridge.
i003_2_a__juicy_orange	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	3	30	30030	10038	10	a	juicy	orange	Ellen was trying to eat more citrus but she didn't care for grapefruit.	So as a snack she would often peel a juicy orange after lunch.
i004_2_an_unripe_banana	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	4	20	30040	10047	11	an	unripe	banana	The trainer rewarded the animals with their favorite foods.	The otter got a fish and the monkey got an unripe banana as a treat.
i005_2_an_NA_apron	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	5	24	30050	10055	8	an	NA	apron	It was difficult to understand the visiting professor.	Like many foreign speakers he spoke with an apron when conversing in English.
i006_2_a__NA_microphone	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	6	11	30060	10066	8	a	NA	microphone	Katie did not like to say words with the letter "s".	She was embarrassed because she spoke with a microphone that was noticeable.
i007_2_an_NA_accent	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	7	8	30070	10075	7	an	NA	accent	Jesse did not want to splatter grease on her new blouse while she was cooking.	To protect her clothes she wore an accent over her suit.
i008_2_a__NA_lisp	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	8	42	30080	10086	10	a	NA	lisp	Laura wasn't loud enough to be heard by the audience.	To amplify her voice they asked her to wear a lisp on stage.
i009_2_a__NA_check	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	9	40	30090	10094	6	a	NA	check	Dale was very sorry for what he had said to Bernadette.	He knew he owed her a check because she was upset.
i010_2_an_NA_apology	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	10	58	30100	10103	10	an	NA	apology	The bakery did not accept credit cards.	Peter didn't have cash so he had to write an apology to the owner.
i011_2_a__NA_letter	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	11	31	30110	10114	6	a	NA	letter	The student had asked her question five times already.	She was still waiting for a letter from the teacher
i012_2_an_NA_answer	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	12	3	30120	10123	8	an	NA	answer	Most of the time Janet keeps in touch with people over the phone or with e-mail.	She hardly ever sits down to write an answer these days.
i013_2_an_NA_airplane	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	13	64	30130	10131	11	an	NA	airplane	The idea of flight dates back thousands of years.	However the Wright Brothers were the first people to build an airplane that flew.
i014_2_a__NA_kite	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	14	12	30140	10142	9	a	NA	kite	The day was breezy.	The boy decided to go outside and fly a kite in the park.
i015_2_an_NA_archaeologist	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	15	5	30150	10151	10	an	NA	archaeologist	Henry's summer internship entailed working in the ruins excavating an ancient tomb.	This experience was key to his goal of becoming an archaeologist after finishing school.
i016_2_a__NA_helicopter	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	16	30	30160	10162	11	a	NA	helicopter	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter.	It would be the first time he had flown in a helicopter since the army.
i017_2_a__loud_echo	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	17	44	30170	10178	10	a	loud	echo	Lola was hiking through a steep canyon surrounded by rock walls.	She shouted to see if she would hear a loud echo call back.
i018_2_an_airborne_bird	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	18	7	30180	10187	12	an	airborne	bird	From a distance we couldn't tell if the object in the sky was an airplane.	When it flapped its wings we realized it was just an airborne bird in the clouds.
i019_2_a__heavenly_angel	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	19	24	30190	10198	9	a	heavenly	angel	The most important parts of Tracy's costume were the halo and wings.	This year she was dressing up as a heavenly angel for Halloween.
i020_2_an_enchanting_bell	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	20	22	30200	10207	12	an	enchanting	bell	The church in the village has a clock on the outside of its tower.	Inside the tower attached to a long rope there is an enchanting bell made of lead.
i021_2_an_NA_oyster	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	21	65	30210	10215	10	an	NA	oyster	The scuba diver saw a tentacle and started to swim away.	He realized that the creature under the rock was an oyster in hiding.
i022_2_a__NA_turtle	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	22	9	30220	10226	12	a	NA	turtle	Marge hated baiting the hook.	But she knew that it was the only way to catch a turtle without a lure.
i023_2_an_NA_octopus	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	23	29	30230	10235	8	an	NA	octopus	A freshwater pearl is a pearl that is cultured in a mussel in a lake.	A traditional cultured pearl is formed inside an octopus in the ocean.
i024_2_a__NA_fish	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	24	48	30240	10246	11	a	NA	fish	The biologist we met at the zoo had specialized knowledge of reptiles.	He helped us tell the difference between a tortoise and a fish by the markings.
i025_2_a__NA_student	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	25	29	30250	10254	13	a	NA	student	Kim wanted a memento of her trip.	On a street corner in Paris she had her portrait painted by a student for three francs.
i026_2_an_NA_artist	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	26	13	30260	10263	10	an	NA	artist	Betsy had no desire to enter the working world.	She decided to stay at the university and remain an artist for another semester.
i027_2_a__NA_professor	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	27	15	30270	10274	9	a	NA	professor	Bo began his military service as an enlisted soldier.	After completing his service academy training he became a professor at the school.
i028_2_an_NA_officer	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	28	7	30280	10283	11	an	NA	officer	Many people dream of teaching at a college or university.	But few know how much work it takes to become an officer in this country.
i029_2_an_NA_education	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	29	4	30290	10291	11	an	NA	education	Sophia's grandfather always stressed how important it was for her to go to school.	He regretted that he never had the chance to receive an education while growing up.
i030_2_a__NA_book	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	30	69	30300	10302	10	a	NA	book	James is an avid reader.	For his birthday his sister decided to give him a book about Africa.
i031_2_an_NA_award	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	31	63	30310	10311	10	an	NA	award	The book had received high praise from the critics ever since it was published.	But the author had never expected it would win an award from the publisher.
i032_2_a__NA_lesson	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	32	16	30320	10322	10	a	NA	lesson	The substitute teacher was tired of the practical jokes the students had been playing on her.	It was time to retaliate and teach those kids a lesson they wouldn't forget.
i033_2_a__special_election	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	33	2	30330	10338	8	a	special	election	The governor was recalled in the middle of his term.	The state was forced to hold a special election in every district.
i034_2_an_exciting_parade	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3b.scn	34	23	30340	10347	11	an	exciting	parade	The city could only afford floats and marching bands.	Without clowns and horses it wouldn't be much of an exciting parade this year.
i035_2_a__free_outlet	eeg_2	eeg_2_arcadj	D3	eeg_2_d	DAdj3a.scn	35	70	30350	10358	10	a	free	outlet	Andy was looking for a place to plug in the lamp.	He searched high and low but couldn't find a free outlet anywhere.
